Commodity,Detailed_Comm_code,Detailed_Comm_Name,Abstract_Comm_code,Abstract_Comm_Name
STONE   ,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE CHIPS,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE CHURA,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE POWDER,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE SYSTEM,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONES,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STORE PARCELS,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SYONE,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
WHITESTONE,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
WILAKARI,3,Stone,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BALU,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BLACK SAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CHINI MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CLAY,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DAST,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DEST,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DUST,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DUST GITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
GITTY,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
KALIMITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
LAKE,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
LAL MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
LAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
LATE,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M - Sand,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M CENT,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M SAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M SENT,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M.cent,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MARAM,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MATI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MATTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
METHI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MITII,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MITTI ,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MORANG,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MSAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M-Sand,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
M-Send,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MULTANI SOIL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MURAAM,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RAKI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RAKI LOAD,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RAT,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
REAT,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RED DUST,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RED MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
REDSAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
REDSOIL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RET,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RET ,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RETA,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RETI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RETTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RIVR SAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SAND ,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SAND OIL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SAND SOIL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SANDD,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SEND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SENT,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SILIKA,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOAL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOIL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOIL ,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOIL LOAD,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOIL.,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOILA,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SOLA,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STAND MATERIL,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE DUST,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE MORAM,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STONE SAND,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILE MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILES MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
WHITE MITTI,4,Sand / Soil,2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
 CEMENT POLES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
 PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
 TILES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
ARABLACK,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BADARPUR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BALL PUTI,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BELDING METERIAL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BHARAT PETROL PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BIRICKS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BIRLAPATI,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BLOCK,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BLOCKS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BRICK,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BRICKS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BRICKS ,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BRICS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BRIKS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BUILD PROPERTY,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BUILDIN ITEM,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BUILDING,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BUILDING ITEM,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BUILDING MATERIAL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
Building Materials,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
BUILDING SMAN,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CARGO PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMEN PIPE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT BRICKS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT BRINKS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT CHADDAR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT CHADER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT PILLOR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT PIPE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT PPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT SHEET,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT SIT,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT STONE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEMENT TANK,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CEREMONY,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CHUNA POWDER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
COLUR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CONCRETE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CONSTRION,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CONSTRUCTION,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CONSTRUCTION ITEMS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CONSTRUCTION MATERIAL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CONTRUCTION ,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CRUSHER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CRUSHOR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
CUNTRCTION PARTS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DAMR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DAMUR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
DSAMAR,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
EAT,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
EATA,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
FIBER REELS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
FISHTILES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
FIX IT,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
GATE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
GATER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
GRAINET,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
GRAINITE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
GRIP MATERIAL ,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
HEAVY PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
INDUSTRIAL PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
KARI MUDAI,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
KONKRIT,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
MANAL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PILER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PIPE ,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PIPES LOAD,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PLASTER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PLASTER OF PERIS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
POP BALL PUTI,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PULL SENTRING,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PUTTI,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
PUTTI POWDER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
ROAD ITEMS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
ROAD MATEREAL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
ROAD MATERIAL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
ROAD MATERIAL ,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
ROAD SAMAN,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
RODS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SANAD,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SATRING ITEM,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SHATRING,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SHEETS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SILAP,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
SILLI,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
STON POWDER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TAIL,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TAILS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TIELS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TIES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILER,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILES ,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TILS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TYLE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
TYLES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
WALLS,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
WATER PIPE,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
WATER PIPES,5,"Construction Materials (Bricks, Blocks, etc.)",2,"Construction Materials (Cement, Bricks, Stones, Tiles, Blocks, etc.)"
        OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
 OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
BIO OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
BLACK OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
CONCRIT OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
ENGIN OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
ENGINE OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
IOIL,6,Oil,3,"Petroleum Products, Oil, Gas"
KACHA OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
KAPAS OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
LUBRICANTS,6,Oil,3,"Petroleum Products, Oil, Gas"
MACHINE OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
MEDITION OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
MITHA OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
OI,6,Oil,3,"Petroleum Products, Oil, Gas"
OIK,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL ,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL  ,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL  TANK,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL (SOAP),6,Oil,3,"Petroleum Products, Oil, Gas"
OIL CAN,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL CANS,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL DRUM,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL FILTERS,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL GAS,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL SOAP,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TANK,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TANK ,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TANKER,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TANKI,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TANKS,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TIN,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL TNK,6,Oil,3,"Petroleum Products, Oil, Gas"
OIL.,6,Oil,3,"Petroleum Products, Oil, Gas"
OILDRUM,6,Oil,3,"Petroleum Products, Oil, Gas"
OILI,6,Oil,3,"Petroleum Products, Oil, Gas"
OILS,6,Oil,3,"Petroleum Products, Oil, Gas"
OILTANK,6,Oil,3,"Petroleum Products, Oil, Gas"
