Commodity,Detailed_Comm_code,Detailed_Comm_Name,Abstract_Comm_code,Abstract_Comm_Name
COOKER,14,Household Items,7,Finished Goods/Household Items
COOKER ,14,Household Items,7,Finished Goods/Household Items
COSMETIC,14,Household Items,7,Finished Goods/Household Items
COSMETIC ITEM,14,Household Items,7,Finished Goods/Household Items
COTON,14,Household Items,7,Finished Goods/Household Items
CUP PLATE,14,Household Items,7,Finished Goods/Household Items
CUPPLET,14,Household Items,7,Finished Goods/Household Items
CUPS,14,Household Items,7,Finished Goods/Household Items
CYLENDR,14,Household Items,7,Finished Goods/Household Items
DAHEJ,14,Household Items,7,Finished Goods/Household Items
DAKKAN PALANG KA,14,Household Items,7,Finished Goods/Household Items
DARI,14,Household Items,7,Finished Goods/Household Items
DARWAJA,14,Household Items,7,Finished Goods/Household Items
DECORATION ITEMS,14,Household Items,7,Finished Goods/Household Items
DIPAK,14,Household Items,7,Finished Goods/Household Items
DOAR,14,Household Items,7,Finished Goods/Household Items
DOOR,14,Household Items,7,Finished Goods/Household Items
DOORS,14,Household Items,7,Finished Goods/Household Items
DUNLOP,14,Household Items,7,Finished Goods/Household Items
FAAL,14,Household Items,7,Finished Goods/Household Items
FARNITUE,14,Household Items,7,Finished Goods/Household Items
FARNITURE,14,Household Items,7,Finished Goods/Household Items
FERI,14,Household Items,7,Finished Goods/Household Items
FIEVICOL,14,Household Items,7,Finished Goods/Household Items
FILTER,14,Household Items,7,Finished Goods/Household Items
FOM GADDA,14,Household Items,7,Finished Goods/Household Items
FOOL GAMLA,14,Household Items,7,Finished Goods/Household Items
FOOT WEAR,14,Household Items,7,Finished Goods/Household Items
FRAME,14,Household Items,7,Finished Goods/Household Items
FRNITURE,14,Household Items,7,Finished Goods/Household Items
FURINITURE,14,Household Items,7,Finished Goods/Household Items
FURNICHAR,14,Household Items,7,Finished Goods/Household Items
FURNITUE,14,Household Items,7,Finished Goods/Household Items
FURNITUR,14,Household Items,7,Finished Goods/Household Items
FURNITURE,14,Household Items,7,Finished Goods/Household Items
FURNITURE ,14,Household Items,7,Finished Goods/Household Items
FURTNITURE,14,Household Items,7,Finished Goods/Household Items
GADA,14,Household Items,7,Finished Goods/Household Items
GADDA,14,Household Items,7,Finished Goods/Household Items
GADDE,14,Household Items,7,Finished Goods/Household Items
GALA,14,Household Items,7,Finished Goods/Household Items
GAMLA,14,Household Items,7,Finished Goods/Household Items
GARMENT,14,Household Items,7,Finished Goods/Household Items
GAS CHULA,14,Household Items,7,Finished Goods/Household Items
GAS CHULHA,14,Household Items,7,Finished Goods/Household Items
GAS STOVES,14,Household Items,7,Finished Goods/Household Items
GHAR KA SAMAN,14,Household Items,7,Finished Goods/Household Items
GLASSES,14,Household Items,7,Finished Goods/Household Items
GLSS,14,Household Items,7,Finished Goods/Household Items
GODAR,14,Household Items,7,Finished Goods/Household Items
HAAT,14,Household Items,7,Finished Goods/Household Items
HANDI,14,Household Items,7,Finished Goods/Household Items
HOM EITEM,14,Household Items,7,Finished Goods/Household Items
HOM ITEM,14,Household Items,7,Finished Goods/Household Items
HOME,14,Household Items,7,Finished Goods/Household Items
HOME APLICANCE,14,Household Items,7,Finished Goods/Household Items
HOME APLICANE,14,Household Items,7,Finished Goods/Household Items
HOME APPLIANTS,14,Household Items,7,Finished Goods/Household Items
HOME APPLICANS,14,Household Items,7,Finished Goods/Household Items
HOME DECORAT GOODS,14,Household Items,7,Finished Goods/Household Items
HOME FURNITURE,14,Household Items,7,Finished Goods/Household Items
HOME GOODS,14,Household Items,7,Finished Goods/Household Items
HOME ITEM,14,Household Items,7,Finished Goods/Household Items
HOME ITEMS,14,Household Items,7,Finished Goods/Household Items
HOME LOAD,14,Household Items,7,Finished Goods/Household Items
HOME MATERIAL,14,Household Items,7,Finished Goods/Household Items
HOME METIREAL,14,Household Items,7,Finished Goods/Household Items
HOME PRODUCT,14,Household Items,7,Finished Goods/Household Items
HOME THINGS,14,Household Items,7,Finished Goods/Household Items
HOMETHINGS,14,Household Items,7,Finished Goods/Household Items
HOTPOT BARTAN,14,Household Items,7,Finished Goods/Household Items
HOUE HOLD ITEMS,14,Household Items,7,Finished Goods/Household Items
HOUS,14,Household Items,7,Finished Goods/Household Items
HOUSE,14,Household Items,7,Finished Goods/Household Items
HOUSE FURNITERS,14,Household Items,7,Finished Goods/Household Items
HOUSE HOD,14,Household Items,7,Finished Goods/Household Items
HOUSE HOLD,14,Household Items,7,Finished Goods/Household Items
HOUSE HOLD ITEM,14,Household Items,7,Finished Goods/Household Items
HOUSE HOLD ITEMS,14,Household Items,7,Finished Goods/Household Items
HOUSE ITEAM,14,Household Items,7,Finished Goods/Household Items
HOUSE ITEMS,14,Household Items,7,Finished Goods/Household Items
HOUSE MATERIAL,14,Household Items,7,Finished Goods/Household Items
HOUSE METAL,14,Household Items,7,Finished Goods/Household Items
HOUSE METRIAL,14,Household Items,7,Finished Goods/Household Items
HOUSE PARCEL,14,Household Items,7,Finished Goods/Household Items
HOUSE PRODUCT,14,Household Items,7,Finished Goods/Household Items
HOUSE WORK,14,Household Items,7,Finished Goods/Household Items
HOUSEHOLD,14,Household Items,7,Finished Goods/Household Items
HUGGY,14,Household Items,7,Finished Goods/Household Items
INTERIAR SAMAN,14,Household Items,7,Finished Goods/Household Items
JAIPURI RAJAI,14,Household Items,7,Finished Goods/Household Items
JHULA,14,Household Items,7,Finished Goods/Household Items
JHUMAR,14,Household Items,7,Finished Goods/Household Items
JUG,14,Household Items,7,Finished Goods/Household Items
JUNA,14,Household Items,7,Finished Goods/Household Items
JWELLERY,14,Household Items,7,Finished Goods/Household Items
KALIN,14,Household Items,7,Finished Goods/Household Items
KAMBAL,14,Household Items,7,Finished Goods/Household Items
KAMBL,14,Household Items,7,Finished Goods/Household Items
KAMBLE,14,Household Items,7,Finished Goods/Household Items
KHAS,14,Household Items,7,Finished Goods/Household Items
KHAT,14,Household Items,7,Finished Goods/Household Items
KICHEN SAMAN,14,Household Items,7,Finished Goods/Household Items
KITCHEN SAMAN,14,Household Items,7,Finished Goods/Household Items
KIWAR,14,Household Items,7,Finished Goods/Household Items
KOLZA,14,Household Items,7,Finished Goods/Household Items
KPN(BED),14,Household Items,7,Finished Goods/Household Items
KUKER,14,Household Items,7,Finished Goods/Household Items
KURSI,14,Household Items,7,Finished Goods/Household Items
LADER,14,Household Items,7,Finished Goods/Household Items
LADR,14,Household Items,7,Finished Goods/Household Items
LAMP,14,Household Items,7,Finished Goods/Household Items
LATRIN SET,14,Household Items,7,Finished Goods/Household Items
LEDAR,14,Household Items,7,Finished Goods/Household Items
LOCK,14,Household Items,7,Finished Goods/Household Items
LOCKERS,14,Household Items,7,Finished Goods/Household Items
LOTA,14,Household Items,7,Finished Goods/Household Items
MACHHAR DANI,14,Household Items,7,Finished Goods/Household Items
MASK,14,Household Items,7,Finished Goods/Household Items
MAT,14,Household Items,7,Finished Goods/Household Items
MATKA,14,Household Items,7,Finished Goods/Household Items
MATRESS,14,Household Items,7,Finished Goods/Household Items
MATS,14,Household Items,7,Finished Goods/Household Items
MATTRES,14,Household Items,7,Finished Goods/Household Items
Mattress,14,Household Items,7,Finished Goods/Household Items
METTERS,14,Household Items,7,Finished Goods/Household Items
MIROR,14,Household Items,7,Finished Goods/Household Items
MIRRO,14,Household Items,7,Finished Goods/Household Items
MITTI BARTAN,14,Household Items,7,Finished Goods/Household Items
NEW PAPER,14,Household Items,7,Finished Goods/Household Items
NEWA PAPER,14,Household Items,7,Finished Goods/Household Items
NEWPAPER,14,Household Items,7,Finished Goods/Household Items
NEWS PAPER,14,Household Items,7,Finished Goods/Household Items
NIRMA POWDER,14,Household Items,7,Finished Goods/Household Items
OUT HOLD MAT,14,Household Items,7,Finished Goods/Household Items
PALANG,14,Household Items,7,Finished Goods/Household Items
PALTE,14,Household Items,7,Finished Goods/Household Items
PANI KI TANKI,14,Household Items,7,Finished Goods/Household Items
PANI TANKI,14,Household Items,7,Finished Goods/Household Items
PAPER BAGS,14,Household Items,7,Finished Goods/Household Items
PAPER PLAT,14,Household Items,7,Finished Goods/Household Items
PAPER PLATE,14,Household Items,7,Finished Goods/Household Items
PAT,14,Household Items,7,Finished Goods/Household Items
PATRA,14,Household Items,7,Finished Goods/Household Items
PATUA,14,Household Items,7,Finished Goods/Household Items
PATWA,14,Household Items,7,Finished Goods/Household Items
PILLOW,14,Household Items,7,Finished Goods/Household Items
PLASTIC TANKI,14,Household Items,7,Finished Goods/Household Items
PLATE CUP,14,Household Items,7,Finished Goods/Household Items
PLET,14,Household Items,7,Finished Goods/Household Items
POT ,14,Household Items,7,Finished Goods/Household Items
POTS,14,Household Items,7,Finished Goods/Household Items
RAK,14,Household Items,7,Finished Goods/Household Items
RIBBON,14,Household Items,7,Finished Goods/Household Items
ROOM SHIFT GOODS,14,Household Items,7,Finished Goods/Household Items
SABAR,14,Household Items,7,Finished Goods/Household Items
SADI KA SAMAN,14,Household Items,7,Finished Goods/Household Items
SANKAL,14,Household Items,7,Finished Goods/Household Items
SELENDR,14,Household Items,7,Finished Goods/Household Items
SILAI MACHIN,14,Household Items,7,Finished Goods/Household Items
SILAI MACHINE,14,Household Items,7,Finished Goods/Household Items
SILCHAR,14,Household Items,7,Finished Goods/Household Items
SLIPPER,14,Household Items,7,Finished Goods/Household Items
SODA JHADU,14,Household Items,7,Finished Goods/Household Items
SOFA,14,Household Items,7,Finished Goods/Household Items
SOOFA,14,Household Items,7,Finished Goods/Household Items
SPONG,14,Household Items,7,Finished Goods/Household Items
SPONGE,14,Household Items,7,Finished Goods/Household Items
STOWE,14,Household Items,7,Finished Goods/Household Items
TABALE,14,Household Items,7,Finished Goods/Household Items
TABL,14,Household Items,7,Finished Goods/Household Items
TABLE,14,Household Items,7,Finished Goods/Household Items
TABLES,14,Household Items,7,Finished Goods/Household Items
TANDURI BHATI,14,Household Items,7,Finished Goods/Household Items
TANKI,14,Household Items,7,Finished Goods/Household Items
THSHIRT,14,Household Items,7,Finished Goods/Household Items
TOILET,14,Household Items,7,Finished Goods/Household Items
TOILET  SEET,14,Household Items,7,Finished Goods/Household Items
TOILET SEET,14,Household Items,7,Finished Goods/Household Items
TOILET SHEET,14,Household Items,7,Finished Goods/Household Items
TOLIET SHEET,14,Household Items,7,Finished Goods/Household Items
VESSEL,14,Household Items,7,Finished Goods/Household Items
WEDDING ITEM,14,Household Items,7,Finished Goods/Household Items
WIPER,14,Household Items,7,Finished Goods/Household Items
WTER,14,Household Items,7,Finished Goods/Household Items
BAALI,15,Wood and Forest Products,8,Wood and Forest Products
BAAS,15,Wood and Forest Products,8,Wood and Forest Products
BALI,15,Wood and Forest Products,8,Wood and Forest Products
BALLI,15,Wood and Forest Products,8,Wood and Forest Products
BAMBBU,15,Wood and Forest Products,8,Wood and Forest Products
BAMBOO,15,Wood and Forest Products,8,Wood and Forest Products
BAMBOO BAG,15,Wood and Forest Products,8,Wood and Forest Products
BAMBOO CRAFTS,15,Wood and Forest Products,8,Wood and Forest Products
BAMBOO STICKS,15,Wood and Forest Products,8,Wood and Forest Products
BAMBOOS ,15,Wood and Forest Products,8,Wood and Forest Products
BAMBU,15,Wood and Forest Products,8,Wood and Forest Products
BANANA TREE,15,Wood and Forest Products,8,Wood and Forest Products
BANS,15,Wood and Forest Products,8,Wood and Forest Products
BANSH,15,Wood and Forest Products,8,Wood and Forest Products
BAS,15,Wood and Forest Products,8,Wood and Forest Products
BATE,15,Wood and Forest Products,8,Wood and Forest Products
BATH,15,Wood and Forest Products,8,Wood and Forest Products
BEDIPATA,15,Wood and Forest Products,8,Wood and Forest Products
BELA,15,Wood and Forest Products,8,Wood and Forest Products
BHANS,15,Wood and Forest Products,8,Wood and Forest Products
BIDI PATTA,15,Wood and Forest Products,8,Wood and Forest Products
BOARD,15,Wood and Forest Products,8,Wood and Forest Products
BOKKS,15,Wood and Forest Products,8,Wood and Forest Products
BOMABU,15,Wood and Forest Products,8,Wood and Forest Products
BOMBO,15,Wood and Forest Products,8,Wood and Forest Products
BOMBU,15,Wood and Forest Products,8,Wood and Forest Products
BOOM,15,Wood and Forest Products,8,Wood and Forest Products
BORA0,15,Wood and Forest Products,8,Wood and Forest Products
BORD,15,Wood and Forest Products,8,Wood and Forest Products
BUARADA,15,Wood and Forest Products,8,Wood and Forest Products
CARD WORK,15,Wood and Forest Products,8,Wood and Forest Products
COMPOST,15,Wood and Forest Products,8,Wood and Forest Products
DAL FURNITURE,15,Wood and Forest Products,8,Wood and Forest Products
FERNITURE,15,Wood and Forest Products,8,Wood and Forest Products
FIREWOOD,15,Wood and Forest Products,8,Wood and Forest Products
FLYWOOD,15,Wood and Forest Products,8,Wood and Forest Products
KACCHA SAMAN,15,Wood and Forest Products,8,Wood and Forest Products
KAGAJ,15,Wood and Forest Products,8,Wood and Forest Products
KAGAJ ,15,Wood and Forest Products,8,Wood and Forest Products
KIKAR,15,Wood and Forest Products,8,Wood and Forest Products
KUT,15,Wood and Forest Products,8,Wood and Forest Products
LADDER,15,Wood and Forest Products,8,Wood and Forest Products
LADKI,15,Wood and Forest Products,8,Wood and Forest Products
LAKDI,15,Wood and Forest Products,8,Wood and Forest Products
LAKDI BAS,15,Wood and Forest Products,8,Wood and Forest Products
LEAF,15,Wood and Forest Products,8,Wood and Forest Products
LEAFES,15,Wood and Forest Products,8,Wood and Forest Products
MACHBOX,15,Wood and Forest Products,8,Wood and Forest Products
MANGO PLANT,15,Wood and Forest Products,8,Wood and Forest Products
MATCH STIC,15,Wood and Forest Products,8,Wood and Forest Products
MATCHBOX,15,Wood and Forest Products,8,Wood and Forest Products
NEEM,15,Wood and Forest Products,8,Wood and Forest Products
NEWSPAPER,15,Wood and Forest Products,8,Wood and Forest Products
NURSERY,15,Wood and Forest Products,8,Wood and Forest Products
NURSERY PLANTS,15,Wood and Forest Products,8,Wood and Forest Products
OTAS,15,Wood and Forest Products,8,Wood and Forest Products
PALANT,15,Wood and Forest Products,8,Wood and Forest Products
PALES,15,Wood and Forest Products,8,Wood and Forest Products
PALKI,15,Wood and Forest Products,8,Wood and Forest Products
PAPER ,15,Wood and Forest Products,8,Wood and Forest Products
PAPER  ,15,Wood and Forest Products,8,Wood and Forest Products
PAPERWOOD,15,Wood and Forest Products,8,Wood and Forest Products
PAWANWOOD,15,Wood and Forest Products,8,Wood and Forest Products
PEPAR,15,Wood and Forest Products,8,Wood and Forest Products
PEPAR ,15,Wood and Forest Products,8,Wood and Forest Products
PILAI,15,Wood and Forest Products,8,Wood and Forest Products
PKY,15,Wood and Forest Products,8,Wood and Forest Products
PLAI,15,Wood and Forest Products,8,Wood and Forest Products
PLAI BORD,15,Wood and Forest Products,8,Wood and Forest Products
PLAIWOOD,15,Wood and Forest Products,8,Wood and Forest Products
PLANYTS,15,Wood and Forest Products,8,Wood and Forest Products
PLARE,15,Wood and Forest Products,8,Wood and Forest Products
PLAY,15,Wood and Forest Products,8,Wood and Forest Products
PLAYWOOD,15,Wood and Forest Products,8,Wood and Forest Products
PLIUP,15,Wood and Forest Products,8,Wood and Forest Products
PLWOOD,15,Wood and Forest Products,8,Wood and Forest Products
PLY,15,Wood and Forest Products,8,Wood and Forest Products
PLY ,15,Wood and Forest Products,8,Wood and Forest Products
PLY BOARD,15,Wood and Forest Products,8,Wood and Forest Products
PLY WOOD,15,Wood and Forest Products,8,Wood and Forest Products
PLYBOARD,15,Wood and Forest Products,8,Wood and Forest Products
PLYBORD,15,Wood and Forest Products,8,Wood and Forest Products
PLYWOO,15,Wood and Forest Products,8,Wood and Forest Products
PLYWOOD,15,Wood and Forest Products,8,Wood and Forest Products
PLYWWOD,15,Wood and Forest Products,8,Wood and Forest Products
PLYY,15,Wood and Forest Products,8,Wood and Forest Products
RABAD,15,Wood and Forest Products,8,Wood and Forest Products
RABAR,15,Wood and Forest Products,8,Wood and Forest Products
RADDI PAPER,15,Wood and Forest Products,8,Wood and Forest Products
ROL SMATTER,15,Wood and Forest Products,8,Wood and Forest Products
ROLER,15,Wood and Forest Products,8,Wood and Forest Products
ROOLPAPER,15,Wood and Forest Products,8,Wood and Forest Products
ROOLSTERE,15,Wood and Forest Products,8,Wood and Forest Products
RUBBE,15,Wood and Forest Products,8,Wood and Forest Products
RUBBEER,15,Wood and Forest Products,8,Wood and Forest Products
RUBER,15,Wood and Forest Products,8,Wood and Forest Products
RUPE,15,Wood and Forest Products,8,Wood and Forest Products
SAGON WOOD,15,Wood and Forest Products,8,Wood and Forest Products
SARMIKA,15,Wood and Forest Products,8,Wood and Forest Products
STICK,15,Wood and Forest Products,8,Wood and Forest Products
STICKS,15,Wood and Forest Products,8,Wood and Forest Products
SUN MAIKA,15,Wood and Forest Products,8,Wood and Forest Products
SUPARI,15,Wood and Forest Products,8,Wood and Forest Products
SURMIKA,15,Wood and Forest Products,8,Wood and Forest Products
TIMBER,15,Wood and Forest Products,8,Wood and Forest Products
TOILET PIPE,15,Wood and Forest Products,8,Wood and Forest Products
TOKARI,15,Wood and Forest Products,8,Wood and Forest Products
TREE,15,Wood and Forest Products,8,Wood and Forest Products
TREE PLANT,15,Wood and Forest Products,8,Wood and Forest Products
TREEL PLANT,15,Wood and Forest Products,8,Wood and Forest Products
TREES,15,Wood and Forest Products,8,Wood and Forest Products
UTAS,15,Wood and Forest Products,8,Wood and Forest Products
W0OOD,15,Wood and Forest Products,8,Wood and Forest Products
WINDOW,15,Wood and Forest Products,8,Wood and Forest Products
WODD,15,Wood and Forest Products,8,Wood and Forest Products
WOMT,15,Wood and Forest Products,8,Wood and Forest Products
WOO,15,Wood and Forest Products,8,Wood and Forest Products
WOOD,15,Wood and Forest Products,8,Wood and Forest Products
WOOD ,15,Wood and Forest Products,8,Wood and Forest Products
Wood & Wood Products,15,Wood and Forest Products,8,Wood and Forest Products
WOOD BAG,15,Wood and Forest Products,8,Wood and Forest Products
WOOD BARS,15,Wood and Forest Products,8,Wood and Forest Products
WOOD BOX,15,Wood and Forest Products,8,Wood and Forest Products
WOOD CHAIR,15,Wood and Forest Products,8,Wood and Forest Products
WOOD CHAIRE,15,Wood and Forest Products,8,Wood and Forest Products
WOOD CHAIRS,15,Wood and Forest Products,8,Wood and Forest Products
WOOD ITEMS,15,Wood and Forest Products,8,Wood and Forest Products
WOOD KHIDKI,15,Wood and Forest Products,8,Wood and Forest Products
WOOD MATERIAL,15,Wood and Forest Products,8,Wood and Forest Products
WOOD PAPER,15,Wood and Forest Products,8,Wood and Forest Products
WOOD PLATES,15,Wood and Forest Products,8,Wood and Forest Products
WOOD STICKS,15,Wood and Forest Products,8,Wood and Forest Products
WOOD TOOLS,15,Wood and Forest Products,8,Wood and Forest Products
WOODEN,15,Wood and Forest Products,8,Wood and Forest Products
WOODS,15,Wood and Forest Products,8,Wood and Forest Products
WOOL,15,Wood and Forest Products,8,Wood and Forest Products
 INDUSTRIAL PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
 RAILWAY PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
 TYPRES,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AATA CHAKKI,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
ACPL,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AGGRICULTURE MECHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AIRFORCE PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
APPOLO,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
APPOLO TYRE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
ARMY PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTO PART,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTO PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTO PATS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTO SPARE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTOPART,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTOPARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTOS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AUTOSPAREPARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
AXLE MOTAR PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BAJAJ PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BARINGS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE COVER,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE LIGHTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE MATERIAL,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE OIL,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE PART,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BIKE SPARES,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BOALT,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BOLT,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BOLTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BORE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BORE MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BORE WELL,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BORING,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BORING PIPE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BORWEL,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BOWLER,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
"BUBAI ,MACHINE",16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
BUSH,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CAR MATERIAL,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CAR PART,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CAR SPARE PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CAR SPARE PARTS ,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CAR SPARES,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CARPARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CHAIN ,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CONCRITE MIXER,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CRAIN,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CRAINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CRANE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CRANE PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CRANES,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CREAN,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CREAN MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CREN,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CREN BOOM,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CRESAR,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CUTTER,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CUTTER MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
CYCLE PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
DRILL MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
ENGAN,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
ENGIN,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
ENGINE MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
ENGINEPARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
FACTORY MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
FARNCE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
FILTER ,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
FISH BOAT,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GADI PARTS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GARREJ SAMAN,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GCB,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GEAR,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GEAR BOX,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GENERATERS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GRAINDERS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GREECE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GREES,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GRIDE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
GRINDER,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
HARDWARE ,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
HARDWARE GOODS,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
HARVEST MACHINE,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
HARVESTER,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
HARWARE ITEM,16,"Machinery, Spare Parts, etc.",9,"Vehicles, Machinery, Spare Parts, etc."
